Time,Bicep,Wrist
00:22.0,0.433866501,0.069087066
00:22.0,0.224950507,-0.009706065
00:22.0,-0.042728133,0.028282322
00:22.0,-0.274645448,0.012781149
00:22.0,-0.390674829,0.023618393
00:22.0,-0.448691964,-0.013690837
00:22.0,-0.483530849,-0.059369922
00:22.0,-0.44605571,-0.078803405
00:22.0,-0.357444495,-0.07074862
00:22.0,-0.298547298,-0.068221606
00:22.0,-0.222647205,-0.108736433
00:22.0,-0.067715362,-0.107907571
00:22.0,0.145992398,-0.080389462
00:22.0,0.326463789,-0.086956397
00:22.0,0.475966036,-0.107858166
00:22.0,0.573894501,-0.075734086
00:22.0,0.516539276,-0.017104654
00:22.0,0.34403339,-0.018317865
00:22.0,0.14216803,-0.019430794
00:22.0,0.008614145,0.060888715
00:22.0,-0.01031447,0.120891832
00:22.0,-0.003589643,0.121730983
00:22.0,-0.032367188,0.08952906
00:22.0,-0.170665413,0.115033127
00:22.0,-0.308919996,0.109471537
00:22.0,-0.413932323,-0.005454744
00:22.0,-0.484517246,-0.078562669
00:22.0,-0.454561234,-0.020255428
00:22.0,-0.404348165,-0.002855596
00:22.0,-0.389406025,0.144578993
00:22.0,-0.274874032,0.266910344
00:22.0,-0.131537795,0.225111917
00:22.0,-0.015821826,0.052046522
00:22.0,0.025403315,-0.070838824
00:22.0,-0.021463349,-0.080294713
00:22.0,-0.044493042,-0.072782263
00:22.0,-0.035253763,-0.095314167
00:22.0,0.071043335,-0.137769118
00:22.1,0.187642783,-0.160217509
00:22.1,0.267923295,-0.094903089
00:22.1,0.343479931,-0.025252681
00:22.1,0.455067992,-0.06604746
00:22.1,0.45258373,-0.133880392
00:22.1,0.330117881,-0.071588196
00:22.1,0.270342857,-0.023539886
00:22.1,0.384176284,-0.050376084
00:22.1,0.471676946,0.019130716
00:22.1,0.456235617,0.110143572
00:22.1,0.282094687,0.0977768
00:22.1,-0.001658731,0.107293636
00:22.1,-0.338258594,0.078865573
00:22.1,-0.509331048,-0.047200497
00:22.1,-0.362280041,-0.086865723
00:22.1,-0.169084951,-0.02427949
00:22.1,-0.272105813,0.028587854
00:22.1,-0.374027252,0.030359961
00:22.1,-0.331987023,0.063100599
00:22.1,-0.304268062,0.066371351
00:22.1,-0.256625175,0.046024922
00:22.1,-0.130037263,0.034775965
00:22.1,-0.098178312,0.029542839
00:22.1,-0.15613243,0.023475446
00:22.1,-0.220475331,-0.000893064
00:22.1,-0.22524868,-0.007575922
00:22.1,-0.179905668,0.041802052
00:22.1,-0.14425768,0.075589448
00:22.1,-0.042496048,0.086687647
00:22.1,0.110869892,0.077023402
00:22.1,0.152774215,-0.017398592
00:22.1,0.189610198,-0.030159637
00:22.1,0.277182728,-0.00085635
00:22.1,0.340818554,-0.042729095
00:22.1,0.434264064,-0.128584877
00:22.1,0.608407259,-0.263507962
00:22.1,0.709933043,-0.332472503
00:22.1,0.73910892,-0.14471525
00:22.1,0.638828337,-0.047022931
00:22.1,0.475807399,0.193847001
00:22.1,0.262202799,0.507560194
00:22.1,0.030292353,0.326006442
00:22.1,-0.119643629,-0.007785394
00:22.1,-0.171873003,-0.25314948
00:22.1,-0.299011618,-0.397283286
00:22.1,-0.490554065,-0.148517385
00:22.1,-0.64646697,0.065418333
00:22.1,-0.768799305,0.131218314
00:22.1,-0.765564561,0.094742782
00:22.1,-0.604461372,0.03817106
00:22.1,-0.437755674,0.000736936
00:22.1,-0.253301501,-0.003771963
00:22.1,-0.092080347,0.061492041
00:22.1,-0.059496026,0.033081871
00:22.1,-0.025504677,-0.028114883
00:22.1,0.012747943,-0.094609559
00:22.1,-0.010942208,-0.09007936
00:22.1,-0.028337518,-0.001038537
00:22.1,0.060037691,0.082670122
00:22.1,0.210425898,0.087630793
00:22.1,0.285627156,-0.001770535
00:22.1,0.328034073,-0.029041445
00:22.1,0.258271277,0.002322155
00:22.1,0.101084284,0.044327348
00:22.1,-0.011426936,0.048260257
00:22.1,-0.11290884,0.014493564
00:22.1,-0.187705114,-0.012734873
00:22.1,-0.142536744,-0.002165673
00:22.1,0.014787265,-0.005274453
00:22.1,0.213842273,-0.011987965
00:22.1,0.431984514,-0.029150661
00:22.1,0.56998986,-0.02399493
00:22.1,0.594426692,0.003573621
00:22.1,0.520905852,-0.011331715
00:22.1,0.412803054,-0.028339
00:22.1,0.227909699,-0.004482753
00:22.1,0.034374852,0.028880984
00:22.1,-0.109569669,0.002125491
00:22.1,-0.170830756,0.02597289
00:22.1,-0.144546181,0.114009321
00:22.1,-0.013371767,0.146861807
00:22.1,0.083684497,0.091758743
00:22.1,-0.093023188,-0.000276321
00:22.1,-0.435078651,-0.084686339
00:22.1,-0.664516151,-0.115896977
00:22.1,-0.770060182,-0.146307871
00:22.1,-0.87444526,-0.176149577
00:22.1,-0.858245492,-0.164816499
00:22.1,-0.627326846,-0.095631681
00:22.1,-0.315544963,-0.040356573
00:22.1,-0.015491641,-0.02882088
00:22.1,0.240347102,0.013955534
00:22.1,0.361019701,0.036518909
00:22.1,0.318999588,0.067050941
00:22.1,0.291012764,0.126062021
00:22.1,0.356949866,0.155594796
00:22.1,0.529205978,0.176005378
00:22.1,0.597491562,0.137502119
00:22.1,0.544029057,-0.002602576
00:22.1,0.444942802,-0.009160494
00:22.1,0.315823555,0.079709671
00:22.2,0.268561244,0.06560193
00:22.2,0.248277634,0.078092709
00:22.2,0.058122851,0.023790376
00:22.2,-0.140810549,-0.098530076
00:22.2,-0.242231429,-0.134358704
00:22.2,-0.246502608,-0.117180213
00:22.2,-0.278433025,-0.139321461
00:22.2,-0.339539647,-0.114629589
00:22.2,-0.368909061,-0.084293157
00:22.2,-0.37166965,-0.101091549
00:22.2,-0.321615905,-0.09884838
00:22.2,-0.163055733,-0.01195838
00:22.2,-0.038933381,0.079227664
00:22.2,0.000760448,0.11508245
00:22.2,-0.000428775,0.090375595
00:22.2,0.0011503,0.043294974
00:22.2,0.058706854,-0.045005038
00:22.2,0.172126278,-0.056000218
00:22.2,0.330275059,-0.017898569
00:22.2,0.511081219,0.154545367
00:22.2,0.597866893,0.293398738
00:22.2,0.53946507,0.19868812
00:22.2,0.362470269,0.069670886
00:22.2,0.077687867,0.014749829
00:22.2,-0.178883359,-0.098047964
00:22.2,-0.35902667,-0.145881921
00:22.2,-0.486619622,-0.058774415
00:22.2,-0.529614806,0.06775035
00:22.2,-0.43018204,0.062873818
00:22.2,-0.238062829,-0.072115257
00:22.2,-0.101396337,-0.197868109
00:22.2,-0.035805739,-0.219380006
00:22.2,-0.03189791,-0.082954325
00:22.2,-0.069527365,-0.008483506
00:22.2,-0.118735701,-0.04070387
00:22.2,-0.181809083,-0.080738619
00:22.2,-0.248979196,-0.11164213
00:22.2,-0.192091987,-0.069721557
00:22.2,0.001871401,0.117204227
00:22.2,0.178638265,0.245303437
00:22.2,0.167101339,0.215833113
00:22.2,0.120959558,0.157054797
00:22.2,0.142070428,0.114710987
00:22.2,0.138683647,0.017332217
00:22.2,0.088163592,-0.07870023
00:22.2,0.10215915,-0.066239402
00:22.2,0.305410236,-0.050569065
00:22.2,0.57996434,-0.051694013
00:22.2,0.677944303,-0.013202605
00:22.2,0.434962034,0.001451616
00:22.2,0.069803134,-0.040069576
00:22.2,-0.210361317,-0.035694975
00:22.2,-0.37670213,-0.021100838
00:22.2,-0.459477127,-0.077266768
00:22.2,-0.438364774,-0.103470817
00:22.2,-0.377096981,-0.058329295
00:22.2,-0.25149858,0.01396387
00:22.2,-0.044946566,0.083072364
00:22.2,-0.002997799,0.107435562
00:22.2,-0.051327534,0.168073803
00:22.2,-0.015140198,0.225332886
00:22.2,0.132780716,0.138098821
00:22.2,0.191420287,0.008417922
00:22.2,0.232834876,-0.176458284
00:22.2,0.279432029,-0.296143591
00:22.2,0.204954371,-0.169333979
00:22.2,0.064553395,-0.04851456
00:22.2,-0.024495173,0.036387142
00:22.2,-0.074472487,0.100468464
00:22.2,-0.198471501,0.024218837
00:22.2,-0.260445088,-0.046225812
00:22.2,-0.141556635,-0.012270986
00:22.2,0.047851726,0.051381305
00:22.2,0.22719644,0.077731214
00:22.2,0.171281666,0.028776275
00:22.2,0.077060252,0.045096654
00:22.2,0.011191953,0.049975522
00:22.2,-0.000728384,-0.011462042
00:22.2,-0.068437196,-0.031891782
00:22.2,-0.22620891,-0.011737182
00:22.2,-0.2924591,-0.057946514
00:22.2,-0.284042776,-0.117487498
00:22.2,-0.24007155,-0.044141393
00:22.2,-0.223678336,0.059807453
00:22.2,-0.239644304,0.069675356
00:22.2,-0.229443312,-0.069075555
00:22.2,-0.079093874,-0.11535874
00:22.2,0.208558634,-0.077043764
00:22.2,0.494956404,-0.029468147
00:22.2,0.704870045,0.123041302
00:22.2,0.666123092,0.110045224
00:22.2,0.460973233,0.085238777
00:22.2,0.254971385,0.094559938
00:22.2,0.111410886,0.028675471
00:22.2,0.132171705,0.025062766
00:22.2,0.19454211,0.081660248
00:22.2,0.165256366,0.056916993
00:22.2,0.020495154,-0.007375988
00:22.2,-0.103578411,-0.023232328
00:22.3,-0.141864896,-0.034907077
00:22.3,-0.119741358,-0.083020233
00:22.3,-0.1118908,-0.067714281
00:22.3,-0.184984073,-0.090277955
00:22.3,-0.380347848,-0.168564901
00:22.3,-0.570855677,-0.128507704
00:22.3,-0.653961182,-0.04911321
00:22.3,-0.731379092,0.01244487
00:22.3,-0.761161268,0.089111581
00:22.3,-0.693967283,0.073398359
00:22.3,-0.64259696,0.064510532
00:22.3,-0.531454504,0.0375093
00:22.3,-0.284826726,-0.034325063
00:22.3,0.030225659,-0.0371757
00:22.3,0.371552825,0.083441891
00:22.3,0.603510797,0.187225953
00:22.3,0.631557405,0.139318302
00:22.3,0.638671219,0.00548128
00:22.3,0.728758454,-0.057479467
00:22.3,0.705619335,-0.030806275
00:22.3,0.669268429,-0.036519207
00:22.3,0.766689837,-0.065647043
00:22.3,0.850160122,-0.05653917
00:22.3,0.725979567,0.002627884
00:22.3,0.424882799,0.069149837
00:22.3,0.253062218,0.088553466
00:22.3,0.137528926,0.11191383
00:22.3,-0.054894105,0.089173041
00:22.3,-0.288854569,-0.0551094
00:22.3,-0.504494011,-0.184380814
00:22.3,-0.618922591,-0.232651815
00:22.3,-0.619751036,-0.179401726
00:22.3,-0.593840182,-0.093171157
00:22.3,-0.591867924,-0.091287196
00:22.3,-0.51689142,-0.07685563
00:22.3,-0.428436786,-0.005356333
00:22.3,-0.369221002,0.028159233
00:22.3,-0.278163522,0.044587828
00:22.3,-0.099337474,0.093720943
00:22.3,0.151166424,0.162087336
00:22.3,0.409081161,0.171649396
00:22.3,0.393836915,0.151235804
00:22.3,0.204142034,0.116753109
00:22.3,0.020836584,0.066076055
00:22.3,-0.02602925,0.01781432
00:22.3,-0.074232906,-0.016285177
00:22.3,-0.162372068,0.019323623
00:22.3,-0.192922994,0.057986405
00:22.3,-0.11982502,0.035828926
00:22.3,-0.121717088,0.004460981
00:22.3,-0.19801484,-0.057043776
00:22.3,-0.313742697,-0.104284532
00:22.3,-0.303643554,-0.150952294
00:22.3,-0.203029364,-0.106346495
00:22.3,-0.033653844,-0.084631622
00:22.3,0.308139503,-0.082130052
00:22.3,0.646537721,-0.050127227
00:22.3,0.963417709,-0.01551721
00:22.3,1.123893976,0.040389005
00:22.3,0.962459445,0.04587318
00:22.3,0.613472939,-0.025068967
00:22.3,0.233154967,-0.033039074
00:22.3,-0.080165751,0.030067619
00:22.3,-0.353274763,0.108387031
00:22.3,-0.530718088,0.058043931
00:22.3,-0.606702983,0.049134698
00:22.3,-0.620907784,0.079055004
00:22.3,-0.575425148,0.084175766
00:22.3,-0.49473381,0.094770893
00:22.3,-0.388507754,-0.077060379
00:22.3,-0.332961589,-0.290570706
00:22.3,-0.227424875,-0.234018862
00:22.3,-0.074128583,-0.170806468
00:22.3,0.164139137,-0.137791872
00:22.3,0.418847322,-0.02541768
00:22.3,0.562536597,0.090602085
00:22.3,0.574044585,0.139786646
00:22.3,0.549850762,0.196056589
00:22.3,0.39083904,0.280641764
00:22.3,0.112727158,0.210368469
00:22.3,-0.1133039,0.075649947
00:22.3,-0.269318193,-0.016221944
00:22.3,-0.325972557,-0.047071222
00:22.3,-0.259726673,-0.02420011
00:22.3,-0.192917675,0.051828079
00:22.3,-0.299311668,0.116792969
00:22.3,-0.439909726,0.068927549
00:22.3,-0.426204681,-0.022602694
00:22.3,-0.371190727,-0.097078688
00:22.3,-0.294210613,-0.11342518
00:22.3,-0.156066999,-0.149775028
00:22.3,-0.042714912,-0.153074533
00:22.3,0.070171565,-0.116032541
00:22.3,0.209383875,-0.051557314
00:22.3,0.337765455,0.029256243
00:22.3,0.422671944,0.009812989
00:22.3,0.527009845,-0.109321132
00:22.3,0.605117381,-0.080335014
00:22.3,0.513599634,0.033406463
00:22.3,0.372909755,0.090297185
00:22.4,0.244507,0.075185686
00:22.4,0.14386563,0.025583722
00:22.4,0.101463363,0.003838958
00:22.4,-0.002961688,0.001103162
00:22.4,-0.110788569,0.005846194
00:22.4,-0.206789002,-0.021000428
00:22.4,-0.276811451,-0.010694469
00:22.4,-0.282057017,0.039539434
00:22.4,-0.342852563,0.086922511
00:22.4,-0.419295788,0.055715986
00:22.4,-0.435054898,0.090324961
00:22.4,-0.424295992,0.196518928
00:22.4,-0.298176169,0.253650963
00:22.4,-0.022973867,0.227209777
00:22.4,0.257595003,0.09025757
00:22.4,0.402280182,-0.278405786
00:22.4,0.468807846,-0.529249012
00:22.4,0.489112586,-0.437728494
00:22.4,0.374279499,-0.201970145
00:22.4,0.163618281,-0.061416138
00:22.4,-0.116756305,0.032259513
00:22.4,-0.369457841,0.093616195
00:22.4,-0.48917681,0.111183904
00:22.4,-0.560028136,0.059163973
00:22.4,-0.367986858,0.009080446
00:22.4,-0.1834241,0.098952338
00:22.4,-0.266816169,0.095317468
00:22.4,-0.43905288,0.056161825
00:22.4,-0.405865967,0.020492595
00:22.4,-0.18472749,0.034606062
00:22.4,0.078084171,0.077414095
00:22.4,0.348706782,0.088153876
00:22.4,0.539365411,-0.00788452
00:22.4,0.551423609,-0.057796154
00:22.4,0.47844401,0.001540105
00:22.4,0.381099492,0.149001941
00:22.4,0.317349881,0.191919729
00:22.4,0.302208394,0.088285729
00:22.4,0.340409517,-0.048084393
00:22.4,0.393501967,-0.08934471
00:22.4,0.33725059,-0.045762062
00:22.4,0.190864488,-0.038968235
00:22.4,0.154612929,-0.10870216
00:22.4,0.175852567,-0.150700018
00:22.4,0.078279883,-0.174620673
00:22.4,0.074494995,-0.178546682
00:22.4,0.214392886,-0.118147247
00:22.4,-0.018400462,-0.048741192
00:22.4,-0.433543026,-0.005743388
00:22.4,-0.763198435,-2.93E-05
00:22.4,-0.904589772,0.000772589
00:22.4,-0.92077738,0.021323318
00:22.4,-0.828975499,0.070167191
00:22.4,-0.694357395,0.140366882
00:22.4,-0.592849374,0.22921972
00:22.4,-0.514916897,0.18003571
00:22.4,-0.301110566,0.128958508
00:22.4,0.104570784,0.124033786
00:22.4,0.687127531,0.150189832
00:22.4,1.127381325,0.087671004
00:22.4,1.205063581,-0.056500975
00:22.4,1.012471795,-0.170511842
00:22.4,0.720872581,-0.209503666
00:22.4,0.433236748,-0.165467083
00:22.4,0.152733594,-0.103890322
00:22.4,-0.102485694,-0.093826964
00:22.4,-0.31127733,-0.110295303
00:22.4,-0.497647315,-0.059354905
00:22.4,-0.603828192,-0.060139436
00:22.4,-0.62654829,-0.028698407
00:22.4,-0.61055702,0.033801392
00:22.4,-0.56833005,0.118580177
00:22.4,-0.384602576,0.167911202
00:22.4,-0.07509198,0.148904413
00:22.4,0.26846543,0.101304926
00:22.4,0.564483702,0.016661799
00:22.4,0.642310858,-0.078996636
00:22.4,0.545188606,-0.037836634
00:22.4,0.369430721,0.025486389
00:22.4,0.227425709,0.060519058
00:22.4,0.074603349,-0.019657733
00:22.4,-0.108933352,-0.131628722
00:22.4,-0.298845142,-0.197718263
00:22.4,-0.360729605,-0.182482705
00:22.4,-0.303243786,-0.111768484
00:22.4,-0.165079445,0.051039085
00:22.4,-0.032291554,0.241960689
00:22.4,0.072688438,0.224495009
00:22.4,0.177461907,0.082923502
00:22.4,0.167721123,-0.011224017
00:22.4,0.046415027,0.016948994
00:22.4,-0.025682189,0.072251819
00:22.4,-0.056674525,0.012895682
00:22.4,-0.059183896,-0.044486642
00:22.4,-0.021003721,-0.059380665
00:22.4,-0.023717932,-0.059761606
00:22.4,-0.077672169,-0.054993693
00:22.4,-0.107849501,0.02474908
00:22.4,-0.056657538,0.080252893
00:22.4,0.062990136,0.052309852
00:22.5,0.159518525,-0.047261182
00:22.5,0.132969543,-0.154370189
00:22.5,0.009477628,-0.165098235
00:22.5,0.011917915,-0.091335624
00:22.5,0.081806652,0.024463618
00:22.5,0.091512293,0.155605093
00:22.5,0.08002466,0.26470837
00:22.5,0.099926807,0.177236483
00:22.5,0.086284488,0.019665722
00:22.5,0.029351518,-0.0465459
00:22.5,-0.054388277,-0.006062618
00:22.5,-0.088766105,-0.007067825
00:22.5,-0.116089843,-0.127380207
00:22.5,-0.224946097,-0.245745555
00:22.5,-0.326419264,-0.192655474
00:22.5,-0.320545256,-0.081553504
00:22.5,-0.186893567,0.08333464
00:22.5,-0.082366407,0.086784184
00:22.5,-0.083538875,-0.022949915
00:22.5,-0.165067926,-0.021599304
00:22.5,-0.209233254,0.083752193
00:22.5,-0.097530738,0.10819789
00:22.5,0.043881711,0.093165293
00:22.5,0.120070778,0.040732268
00:22.5,0.109080262,-0.012578181
00:22.5,0.166248366,0.018899688
00:22.5,0.281091601,0.14820686
00:22.5,0.292785048,0.176075473
00:22.5,0.246003523,0.002749286
00:22.5,0.204874292,-0.104063787
00:22.5,0.239665568,-0.039016467
00:22.5,0.296420366,0.018106584
00:22.5,0.348162115,-0.055916779
00:22.5,0.261610389,-0.100098088
00:22.5,0.125026554,-0.067318611
00:22.5,0.105675407,-0.025429226
00:22.5,0.053957097,-0.030589417
00:22.5,0.016153442,-0.018913375
00:22.5,-0.016017059,-0.046916172
00:22.5,-0.078981034,-0.08257322
00:22.5,-0.119818054,-0.082757659
00:22.5,-0.250616968,0.05179793
00:22.5,-0.422580928,0.126505509
00:22.5,-0.568336189,0.125165865
00:22.5,-0.579581976,0.084784716
00:22.5,-0.455091447,-0.044146974
00:22.5,-0.314633101,-0.116857536
00:22.5,-0.270001918,-0.107035786
00:22.5,-0.251570791,-0.113282539
00:22.5,-0.218955219,-0.055573065
00:22.5,-0.13554658,0.054926123
00:22.5,0.18098329,0.18287757
00:22.5,0.682853162,0.209442571
00:22.5,0.901494801,0.043709219
00:22.5,0.769051373,-0.167332739
00:22.5,0.633932412,-0.206325024
00:22.5,0.508992791,-0.116118662
00:22.5,0.362027228,0.073535323
00:22.5,0.141083911,0.1006331
00:22.5,-0.122635819,0.051717583
00:22.5,-0.375953645,0.01825932
00:22.5,-0.534528911,0.023842169
00:22.5,-0.668979645,0.01223159
00:22.5,-0.790880799,-0.053710807
00:22.5,-0.798761427,-0.110450454
00:22.5,-0.742747605,-0.061056189
00:22.5,-0.453435212,0.027393326
00:22.5,-0.052595459,0.136136919
00:22.5,0.178173915,0.169909015
00:22.5,0.338263422,0.090026729
00:22.5,0.528023124,-0.017722493
00:22.5,0.807596147,-0.034492601
00:22.5,1.062727094,0.015012
00:22.5,0.935361743,-0.002610899
00:22.5,0.563529074,-0.100014463
00:22.5,0.263109773,-0.111053072
00:22.5,0.072175294,-0.04455265
00:22.5,-0.073875867,0.010387053
00:22.5,-0.19417952,0.124870904
00:22.5,-0.265207291,0.125286534
00:22.5,-0.351810992,0.005074124
00:22.5,-0.454971671,-0.088906184
00:22.5,-0.536272883,-0.005438673
00:22.5,-0.572628558,0.004567566
00:22.5,-0.472426653,0.008934605
00:22.5,-0.291055113,-0.071210541
00:22.5,-0.111820415,-0.114451535
00:22.5,-0.005460379,-0.085042648
00:22.5,0.039144769,-0.106515288
00:22.5,0.127558678,-0.034773618
00:22.5,0.234126464,0.079323262
00:22.5,0.268436193,0.145764828
00:22.5,0.270428985,0.139665782
00:22.5,0.262598485,0.105876267
00:22.5,0.223621562,0.061155681
00:22.5,0.174823031,0.017219886
00:22.5,0.099248968,0.03982041
00:22.5,0.00321142,0.037664779
00:22.5,-0.070621535,0.001918049
00:22.5,-0.123985335,-0.051486157
00:22.6,-0.217076764,-0.132869348
00:22.6,-0.319111824,-0.150978744
00:22.6,-0.346281528,-0.113470405
00:22.6,-0.289151728,-0.016919667
00:22.6,-0.158845708,0.062757283
00:22.6,0.016413959,0.106455632
00:22.6,0.083478659,0.024567664
00:22.6,0.091658846,-0.006340636
00:22.6,0.049275838,-0.003319923
00:22.6,0.028995303,-0.060311951
00:22.6,0.086859792,-0.058644831
00:22.6,0.137531325,-0.087531544
00:22.6,0.146646187,-0.099902406
00:22.6,0.159251869,-0.072701789
00:22.6,0.144097403,-0.000119983
00:22.6,0.066738322,0.098540403
00:22.6,-0.047159068,0.073683053
00:22.6,-0.074336171,0.010633604
00:22.6,0.030813701,0.010390123
00:22.6,0.220393509,0.03960111
00:22.6,0.316402256,0.016747646
00:22.6,0.1856457,-0.00019997
00:22.6,-0.01692762,0.032784965
00:22.6,-0.17430535,0.039323382
00:22.6,-0.230292425,0.10467229
00:22.6,-0.230188519,0.153994367
00:22.6,-0.076752037,0.115413368
00:22.6,0.220207796,0.047135428
00:22.6,0.468016177,0.001578902
00:22.6,0.567655861,0.004836389
00:22.6,0.554960549,-0.016499642
00:22.6,0.354104549,0.002534594
00:22.6,-0.004128752,0.053054418
00:22.6,-0.44211778,0.036714781
00:22.6,-0.805438995,-0.086994588
00:22.6,-0.974173069,-0.309230655
00:22.6,-1.059180737,-0.259466767
00:22.6,-1.035086155,-0.080324732
00:22.6,-0.957970798,-0.006731766
00:22.6,-0.781872034,-0.026121868
00:22.6,-0.399585694,-0.046270497
00:22.6,0.012425334,-0.032854926
00:22.6,0.369791836,0.009600484
00:22.6,0.652218282,0.008132047
00:22.6,0.840771794,0.051770236
00:22.6,1.009469271,0.109770402
00:22.6,1.126092553,0.076283075
00:22.6,1.159573793,0.015891403
00:22.6,1.078870416,0.158958718
00:22.6,0.906440139,0.254947484
00:22.6,0.723578453,0.108890317
00:22.6,0.358914346,-0.075397842
00:22.6,-0.097329795,-0.149762154
00:22.6,-0.455269873,-0.117374942
00:22.6,-0.696575046,-0.088328503
00:22.6,-0.780876696,-0.026991012
00:22.6,-0.767171979,0.102645636
00:22.6,-0.641484857,0.180598095
00:22.6,-0.522458375,0.078908518
00:22.6,-0.384575188,-0.048734695
00:22.6,-0.090125732,-0.064269312
00:22.6,0.114389673,-0.13454783
00:22.6,0.249169752,-0.16328235
00:22.6,0.348659933,-0.135089561
00:22.6,0.33704561,-0.103990443
00:22.6,0.191147581,-0.072222307
00:22.6,-0.058267534,0.0299912
00:22.6,-0.219000503,0.157168239
00:22.6,-0.304508179,0.129991785
00:22.6,-0.435604006,0.040713415
00:22.6,-0.541279316,-0.020891864
00:22.6,-0.547252059,0.002805497
00:22.6,-0.474539846,0.089915216
00:22.6,-0.423908949,0.139748901
00:22.6,-0.423844337,0.048661012
00:22.6,-0.379512399,-0.058605425
00:22.6,-0.152190745,-0.07172285
00:22.6,0.095758699,-0.029830096
00:22.6,0.313756675,-0.00246159
00:22.6,0.582259119,-0.044539459
00:22.6,0.794333518,-0.093414813
00:22.6,0.908560991,-0.051391631
00:22.6,0.856807411,0.0431844
00:22.6,0.741705537,0.053669211
00:22.6,0.694878221,0.042530734
00:22.6,0.634032726,0.045460317
00:22.6,0.559500456,0.038204331
00:22.6,0.450741559,-0.002026187
00:22.6,0.258963138,-0.063339539
00:22.6,0.071260624,-0.131281093
00:22.6,-0.128758773,-0.173080504
00:22.6,-0.374145418,-0.054101437
00:22.6,-0.623875856,0.081948042
00:22.6,-0.848698497,0.161871746
00:22.6,-1.015832067,0.158201873
00:22.6,-1.053588629,0.101732388
00:22.6,-0.981826007,0.052350033
00:22.6,-0.844703197,0.001856931
00:22.6,-0.64460969,-0.018240657
00:22.6,-0.372639,-0.026903512
00:22.7,0.00738327,-0.023174204
00:22.7,0.355516583,0.005817971
00:22.7,0.4233917,0.007183728
00:22.7,0.333385706,-0.026579821
00:22.7,0.260026395,-0.024933672
00:22.7,0.268828541,-0.07314577
00:22.7,0.365275621,-0.084019557
00:22.7,0.45389998,-0.092366114
00:22.7,0.533646941,-0.061341345
00:22.7,0.607580006,-0.016998844
00:22.7,0.533461332,-0.008277558
00:22.7,0.32745564,-0.012810003
00:22.7,0.071596749,-0.029103372
00:22.7,-0.091443799,0.003160733
00:22.7,-0.143232659,0.10266038
00:22.7,-0.054779708,0.1080148
00:22.7,0.155707285,0.085379109
00:22.7,0.27115348,0.073366538
00:22.7,0.152319834,0.014209044
00:22.7,-0.129464835,-0.046418883
00:22.7,-0.382761806,-0.084149294
00:22.7,-0.579021454,-0.112400696
00:22.7,-0.693854988,-0.045843527
00:22.7,-0.730865896,0.055545956
00:22.7,-0.653263152,0.061278276
00:22.7,-0.484889001,0.043132015
00:22.7,-0.308168441,0.056185756
00:22.7,-0.167179391,0.072945207
00:22.7,-0.109647267,0.098362297
00:22.7,-0.046137907,0.12085367
00:22.7,0.183957353,0.137670085
00:22.7,0.490850329,0.129401073
00:22.7,0.732465744,-0.029842556
00:22.7,0.792747557,-0.088451847
00:22.7,0.74953723,-0.169185102
00:22.7,0.73537761,-0.330407321
00:22.7,0.743104458,-0.298641235
00:22.7,0.66719377,-0.205868706
00:22.7,0.468848914,-0.094367601
00:22.7,0.168641552,0.078587487
00:22.7,-0.132126465,0.143540576
00:22.7,-0.34969151,0.135324806
00:22.7,-0.490832597,0.139808834
00:22.7,-0.573132277,0.082903326
00:22.7,-0.512571454,-0.002983292
00:22.7,-0.454136521,-0.004963997
00:22.7,-0.338908464,0.053500034
00:22.7,-0.132632598,0.075899273
00:22.7,-0.106675915,0.09557727
00:22.7,-0.30359903,0.132786199
00:22.7,-0.454005569,0.063591987
00:22.7,-0.538251758,-0.079022184
00:22.7,-0.584382176,-0.150237396
00:22.7,-0.584909499,-0.15187569
00:22.7,-0.413539827,0.029651664
00:22.7,-0.099657796,0.069483094
00:22.7,0.188071132,-0.057739079
00:22.7,0.385366052,-0.181052238
00:22.7,0.475999743,-0.06053593
00:22.7,0.453446478,0.105205216
00:22.7,0.44881478,0.175253943
00:22.7,0.531226039,0.053131826
00:22.7,0.64413327,-0.118148901
00:22.7,0.658791423,-0.150700033
00:22.7,0.513433516,-0.044415887
00:22.7,0.320060641,0.044029832
00:22.7,0.095356792,0.046219308
00:22.7,-0.140453309,0.021870958
00:22.7,-0.344049394,-0.07038302
00:22.7,-0.462073058,-0.065195993
00:22.7,-0.476529211,0.013466553
00:22.7,-0.33580184,0.027170371
00:22.7,-0.153306887,0.008747683
00:22.7,-0.057838913,0.012625596
00:22.7,-0.027563067,0.002922558
00:22.7,0.009942798,-0.014112937
00:22.7,0.097761847,-0.011426513
00:22.7,0.135783315,0.003367099
00:22.7,0.294715494,0.082472436
00:22.7,0.46003136,0.201765567
00:22.7,0.464773834,0.122135058
00:22.7,0.462203473,0.002332134
00:22.7,0.479047984,0.015920669
00:22.7,0.292240709,0.033261277
00:22.7,-0.089005373,-0.016442245
00:22.7,-0.422192544,-0.120615996
00:22.7,-0.639334917,-0.099856541
00:22.7,-0.759481966,0.018900597
00:22.7,-0.831893384,0.034584712
00:22.7,-0.808654368,-0.03697205
00:22.7,-0.784756422,-0.065615155
00:22.7,-0.759652972,-0.145164624
00:22.7,-0.638789177,-0.295912445
00:22.7,-0.458812714,-0.083529748
00:22.7,-0.267085999,0.194640219
00:22.7,-0.091286875,0.284858316
00:22.7,0.135893598,0.212915316
